,State,LGA,Health and Safety,Legality,Affordability,Quality,Reliability,Daily Availability,Daytime Availability,Evening Availability,Capacity
3995,Federal Capital Territory,Kwali,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1 / Tier 2,Tier 1 / Tier 2,Tier 3,Tier 2,Tier 5
3996,Federal Capital Territory,Kwali,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 1 / Tier 2,Tier 4 / Tier 5,Tier 3,Tier 5
3997,Benue,Gwer West,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 3,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
3998,Benue,Gwer West,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 3,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
3999,Benue,Gwer West,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 0 / Tier 1 / Tier 2,Tier 1 / Tier 2,Tier 3,Tier 3,Tier 5
4000,Plateau,Langtang North,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 4,Tier 0,Tier 1,Tier 2,Tier 5
4001,Benue,Buruku,No Tier,No Tier,No Tier,No Tier,Tier 0 / Tier 1 / Tier 2,Tier 0,No Tier,No Tier,Tier 0
4002,Niger,Suleja,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4003,Plateau,Langtang North,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 4,Tier 3,Tier 3,Tier 4 / Tier 5,Tier 5
4004,Kogi,Idah,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4005,Benue,Buruku,No Tier,No Tier,No Tier,No Tier,Tier 0 / Tier 1 / Tier 2,Tier 0,No Tier,No Tier,Tier 0
4006,Kogi,Idah,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 0 / Tier 1 / Tier 2,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4007,Kogi,Okehi,Tier 0 / Tier 1 / Tier 2 / Tier 3,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4008,Nasarawa,Keffi,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 1 / Tier 2,Tier 3,Tier 3,Tier 5
4009,Nasarawa,Keffi,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 1 / Tier 2,Tier 3,Tier 3,Tier 5
4010,Benue,Buruku,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 0 / Tier 1 / Tier 2,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4011,Kogi,Okehi,Tier 0 / Tier 1 / Tier 2 / Tier 3,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 3,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4012,Kogi,Idah,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4013,Kogi,Okehi,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 3,Tier 3,Tier 4 / Tier 5,Tier 5
4014,Kogi,Yagba East,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 4,Tier 3,Tier 4 / Tier 5,Tier 5
4015,Kogi,Yagba East,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 4,Tier 2,Tier 4 / Tier 5,Tier 5
4016,Kogi,Yagba East,Tier 0 / Tier 1 / Tier 2 / Tier 3,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 4,Tier 3,Tier 4 / Tier 5,Tier 5
4017,Kogi,Yagba East,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4018,Kogi,Yagba East,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 4,Tier 3,Tier 4 / Tier 5,Tier 5
4019,Kogi,Yagba East,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4020,Kogi,Yagba East,Tier 0 / Tier 1 / Tier 2 / Tier 3,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4021,Kogi,Yagba East,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4022,Kogi,Okehi,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 3,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4023,Delta,Okpe,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 3,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4024,Delta,Okpe,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 3,Tier 3,Tier 4 / Tier 5,Tier 5
4025,Delta,Okpe,Tier 0 / Tier 1 / Tier 2 / Tier 3,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4026,Delta,Ethiope West,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 1 / Tier 2,Tier 0,Tier 4 / Tier 5,Tier 5
4027,Delta,Burutu,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 0,Tier 0,Tier 2,Tier 5
4028,Delta,Sapele,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 1 / Tier 2,Tier 4 / Tier 5,Tier 3,Tier 5
4029,Delta,Burutu,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 0,Tier 0,Tier 3,Tier 5
4030,Delta,Bomadi,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 1 / Tier 2,Tier 2,Tier 4 / Tier 5,Tier 5
4031,Delta,Warri North,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 0,Tier 0,Tier 3,Tier 5
4032,Delta,Warri North,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 0,Tier 0,Tier 2,Tier 5
4033,Delta,Patani,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 1 / Tier 2,Tier 2,Tier 3,Tier 5
4034,Delta,Patani,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 1 / Tier 2,Tier 2,Tier 3,Tier 5
4035,Delta,Warri South West,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 0,Tier 0,Tier 3,Tier 5
4036,Cross River,Ikom,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 0,Tier 1,Tier 1,Tier 5
4037,Cross River,Ikom,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 0,Tier 0,Tier 2,Tier 5
4038,Cross River,Ikom,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 0,Tier 0,Tier 2,Tier 5
4039,Cross River,Ikom,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 0 / Tier 1 / Tier 2,Tier 0,Tier 0,Tier 2,Tier 5
4040,Cross River,Ikom,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 0,Tier 0,Tier 2,Tier 5
4041,Bayelsa,Ogbia,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 2,Tier 2,Tier 3,Tier 0,Tier 1,Tier 2,Tier 5
4042,Delta,Patani,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 1 / Tier 2,Tier 2,Tier 3,Tier 5
4043,Delta,Patani,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 1 / Tier 2,Tier 2,Tier 3,Tier 5
4044,Cross River,Boki,No Tier,No Tier,No Tier,No Tier,Tier 0 / Tier 1 / Tier 2,Tier 0,No Tier,No Tier,Tier 0
4045,Delta,Patani,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 1 / Tier 2,Tier 2,Tier 3,Tier 5
4046,Delta,Sapele,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 0 / Tier 1 / Tier 2,Tier 1 / Tier 2,Tier 4 / Tier 5,Tier 3,Tier 5
4047,Delta,Sapele,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 1 / Tier 2,Tier 4 / Tier 5,Tier 3,Tier 5
4048,Delta,Sapele,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 1 / Tier 2,Tier 3,Tier 2,Tier 5
4049,Delta,Sapele,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 1 / Tier 2,Tier 3,Tier 2,Tier 5
4050,Cross River,Boki,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 0 / Tier 1 / Tier 2,Tier 0,No Tier,No Tier,Tier 0
4051,Delta,Sapele,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 0 / Tier 1 / Tier 2,Tier 1 / Tier 2,Tier 3,Tier 2,Tier 5
4052,Akwa-Ibom,Nsit-Ibom,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 3,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4053,Akwa-Ibom,Nsit-Atai,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 0,Tier 3,Tier 4 / Tier 5,Tier 0
4054,Akwa-Ibom,Nsit-Atai,Tier 0 / Tier 1 / Tier 2 / Tier 3,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 0,Tier 3,Tier 4 / Tier 5,Tier 0
4055,Akwa-Ibom,Nsit-Atai,Tier 0 / Tier 1 / Tier 2 / Tier 3,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 0,Tier 3,Tier 4 / Tier 5,Tier 0
4056,Akwa-Ibom,Nsit-Atai,Tier 0 / Tier 1 / Tier 2 / Tier 3,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 3,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4057,Akwa-Ibom,Nsit-Atai,Tier 0 / Tier 1 / Tier 2 / Tier 3,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 3,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4058,Delta,Sapele,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 1 / Tier 2,Tier 3,Tier 2,Tier 5
4059,Delta,Sapele,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 0 / Tier 1 / Tier 2,Tier 1 / Tier 2,Tier 3,Tier 2,Tier 5
4060,Cross River,Boki,No Tier,No Tier,No Tier,No Tier,Tier 0 / Tier 1 / Tier 2,Tier 0,No Tier,No Tier,Tier 0
4061,Delta,Sapele,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 1 / Tier 2,Tier 4 / Tier 5,Tier 3,Tier 5
4062,Delta,Sapele,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 0 / Tier 1 / Tier 2,Tier 1 / Tier 2,Tier 4 / Tier 5,Tier 3,Tier 5
4063,Delta,Ukwuani,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 1 / Tier 2,Tier 2,Tier 3,Tier 5
4064,Delta,Uvwie,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 1 / Tier 2,Tier 4 / Tier 5,Tier 3,Tier 5
4065,Cross River,Ogoja,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 0,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 0
4066,Cross River,Ogoja,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 0,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 0
4067,Cross River,Ogoja,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 0,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 0
4068,Cross River,Ogoja,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 3,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4069,Cross River,Ogoja,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 0,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 0
4070,Cross River,Ogoja,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4071,Cross River,Ogoja,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 4,Tier 3,Tier 4 / Tier 5,Tier 5
4072,Cross River,Ogoja,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4073,Cross River,Ogoja,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4074,Cross River,Ogoja,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4075,Akwa-Ibom,Eastern Obolo,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4076,Akwa-Ibom,Eastern Obolo,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 0 / Tier 1 / Tier 2,Tier 3,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4077,Akwa-Ibom,Eastern Obolo,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 3,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4078,Akwa-Ibom,Eastern Obolo,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 0 / Tier 1 / Tier 2,Tier 3,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4079,Akwa-Ibom,Eastern Obolo,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 1 / Tier 2,Tier 4 / Tier 5,Tier 3,Tier 5
4080,Akwa-Ibom,Eastern Obolo,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 3,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4081,Akwa-Ibom,Eastern Obolo,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 0 / Tier 1 / Tier 2,Tier 1 / Tier 2,Tier 3,Tier 3,Tier 5
4082,Akwa-Ibom,Eastern Obolo,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 0 / Tier 1 / Tier 2,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4083,Akwa-Ibom,Eastern Obolo,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 1 / Tier 2,Tier 3,Tier 3,Tier 5
4084,Ogun,Ijebu North,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 0,Tier 2,Tier 1,Tier 5
4085,Ogun,Ikenne,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 1 / Tier 2,Tier 1,Tier 4 / Tier 5,Tier 5
4086,Ogun,Shagamu,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 1 / Tier 2,Tier 2,Tier 2,Tier 5
4087,Ogun,Ikenne,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 1 / Tier 2,Tier 2,Tier 4 / Tier 5,Tier 5
4088,Oyo,Ibadan North-West,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 1 / Tier 2,Tier 1,Tier 4 / Tier 5,Tier 5
4089,Oyo,Ibadan North-West,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 1 / Tier 2,Tier 1,Tier 4 / Tier 5,Tier 5
4090,Ekiti,Efon,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 4,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4091,Ogun,Remo North,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 1 / Tier 2,Tier 2,Tier 3,Tier 5
4092,Ogun,Abeokuta South,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 1 / Tier 2,Tier 2,Tier 3,Tier 5
4093,Ekiti,Efon,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 5,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
4094,Ogun,Imeko Afon,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 0,Tier 1,Tier 1,Tier 5
4095,Oyo,Akinyele,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1 / Tier 2,Tier 1 / Tier 2,Tier 2,Tier 2,Tier 5
4096,Oyo,Oluyole,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 0,Tier 0,Tier 2,Tier 5
4097,Oyo,Egbeda,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,No Tier,No Tier,Tier 3,Tier 0,Tier 0,Tier 1,Tier 5
4098,Oyo,Atisbo,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 0,Tier 1,Tier 1,Tier 5
4099,Oyo,Kajola,Tier 0 / Tier 1 / Tier 2 / Tier 3,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3 / Tier 4 / Tier 5,Tier 3,Tier 0,Tier 1,Tier 1,Tier 5
4100,Osun,Ifelodun,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 0 / Tier 1 / Tier 2,Tier 1 / Tier 2,Tier 4 / Tier 5,Tier 3,Tier 5
4101,Ondo,Ile-Oluji/Okeigbo,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 3,Tier 1 / Tier 2,Tier 4 / Tier 5,Tier 3,Tier 5
4102,Ondo,Akoko South-East,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 2,Tier 2,Tier 3,Tier 1 / Tier 2,Tier 3,Tier 2,Tier 5
4103,Osun,Osogbo,Tier 4 / Tier 5,Tier 1 / Tier 2 / Tier 3 / Tier 4 / Tier 5,Tier 0 / Tier 1,Tier 0 / Tier 1,Tier 4,Tier 4,Tier 4 / Tier 5,Tier 4 / Tier 5,Tier 5
